birth_week,death_year,deaths_total,birth_year,group,cohort,study,age,rate,week_in_year
12-18 April 1968,1992,8,1968,3,0,BCS70,24,0.5217164471109951,1
19-25 April 1968,1992,8,1968,3,0,BCS70,24,0.5217164471109951,3
26-2 April/May 1968,1992,11,1968,3,0,BCS70,24,0.7173601147776184,5
3-9 May 1968,1992,3,1968,3,0,BCS70,24,0.1956436676666232,7
8-14 March 1969,1992,8,1969,3,0,BCS70,23,0.5217164471109951,9
15-21 March 1969,1992,8,1969,3,0,BCS70,23,0.5217164471109951,2
22-28 March 1969,1992,10,1969,3,0,BCS70,23,0.652145558888744,4
29-4 March/April 1969,1992,11,1969,3,0,BCS70,23,0.7173601147776184,6
5-11 April 1969,1992,5,1969,3,0,BCS70,23,0.326072779444372,8
12-18 April 1969,1992,8,1969,3,0,BCS70,23,0.5217164471109951,1
19-25 April 1969,1992,8,1969,3,0,BCS70,23,0.5217164471109951,3
26-2 April/May 1969,1992,5,1969,3,0,BCS70,23,0.326072779444372,5
3-9 May 1969,1992,13,1969,3,0,BCS70,23,0.8477892265553671,7
8-14 March 1970,1992,9,1970,3,0,BCS70,22,0.5869310029998697,9
15-21 March 1970,1992,8,1970,3,0,BCS70,22,0.5217164471109951,2
22-28 March 1970,1992,7,1970,3,0,BCS70,22,0.45650189122212076,4
29-4 March/April 1970,1992,18,1970,3,0,BCS70,22,1.1738620059997393,6
5-11 April 1970,1992,8,1970,3,1,BCS70,22,0.5217164471109951,8
12-18 April 1970,1992,9,1970,3,0,BCS70,22,0.5869310029998697,1
19-25 April 1970,1992,8,1970,3,0,BCS70,22,0.5217164471109951,3
26-2 April/May 1970,1992,10,1970,3,0,BCS70,22,0.652145558888744,5
3-9 May 1970,1992,11,1970,3,0,BCS70,22,0.7173601147776184,7
8-14 March 1971,1992,14,1971,3,0,BCS70,21,0.9130037824442415,9
15-21 March 1971,1992,13,1971,3,0,BCS70,21,0.8477892265553671,2
22-28 March 1971,1992,12,1971,3,0,BCS70,21,0.7825746706664928,4
29-4 March/April 1971,1992,9,1971,3,0,BCS70,21,0.5869310029998697,6
5-11 April 1971,1992,7,1971,3,0,BCS70,21,0.45650189122212076,8
12-18 April 1971,1992,7,1971,3,0,BCS70,21,0.45650189122212076,1
19-25 April 1971,1992,14,1971,3,0,BCS70,21,0.9130037824442415,3
26-2 April/May 1971,1992,5,1971,3,0,BCS70,21,0.326072779444372,5
3-9 May 1971,1992,8,1971,3,0,BCS70,21,0.5217164471109951,7
8-14 March 1972,1992,8,1972,3,0,BCS70,20,0.5217164471109951,9
15-21 March 1972,1992,9,1972,3,0,BCS70,20,0.5869310029998697,2
22-28 March 1972,1992,6,1972,3,0,BCS70,20,0.3912873353332464,4
29-4 March/April 1972,1992,6,1972,3,0,BCS70,20,0.3912873353332464,6
5-11 April 1972,1992,5,1972,3,0,BCS70,20,0.326072779444372,8
12-18 April 1972,1992,8,1972,3,0,BCS70,20,0.5217164471109951,1
19-25 April 1972,1992,4,1972,3,0,BCS70,20,0.26085822355549754,3
26-2 April/May 1972,1992,9,1972,3,0,BCS70,20,0.5869310029998697,5
3-9 May 1972,1992,6,1972,3,0,BCS70,20,0.3912873353332464,7
3-9 February 1944,1993,32,1944,1,0,NSHD,49,2.0868657884439803,7
10-16 February 1944,1993,45,1944,1,0,NSHD,49,2.9346550149993478,1
17-23 February 1944,1993,37,1944,1,0,NSHD,49,2.4129385678883524,3
24-1 Feb/March 1944,1993,36,1944,1,0,NSHD,49,2.3477240119994787,5
3-9 March 1944,1993,27,1944,1,0,NSHD,49,1.7607930089996087,8
10-16 March 1944,1993,41,1944,1,0,NSHD,49,2.6737967914438503,2
17-23 March 1944,1993,40,1944,1,0,NSHD,49,2.608582235554976,4
24-30 March 1944,1993,35,1944,1,0,NSHD,49,2.282509456110604,6
31-6 March/April 1944,1993,54,1944,1,0,NSHD,49,3.5215860179992173,9
3-9 February 1945,1993,34,1945,1,0,NSHD,48,2.2172949002217295,7
10-16 February 1945,1993,24,1945,1,0,NSHD,48,1.5651493413329856,1
17-23 February 1945,1993,41,1945,1,0,NSHD,48,2.6737967914438503,3
24-2 Feb/March 1945,1993,35,1945,1,0,NSHD,48,2.282509456110604,5
3-9 March 1945,1993,30,1945,1,0,NSHD,48,1.956436676666232,8
10-16 March 1945,1993,32,1945,1,0,NSHD,48,2.0868657884439803,2
17-23 March 1945,1993,38,1945,1,0,NSHD,48,2.478153123777227,4
24-30 March 1945,1993,30,1945,1,0,NSHD,48,1.956436676666232,6
31-6 March/April 1945,1993,39,1945,1,0,NSHD,48,2.5433676796661016,9
3-9 February 1946,1993,32,1946,1,0,NSHD,47,2.0868657884439803,7
10-16 February 1946,1993,31,1946,1,0,NSHD,47,2.0216512325551066,1
17-23 February 1946,1993,31,1946,1,0,NSHD,47,2.0216512325551066,3
24-2 Feb/March 1946,1993,32,1946,1,0,NSHD,47,2.0868657884439803,5
3-9 March 1946,1993,35,1946,1,1,NSHD,47,2.282509456110604,8
10-16 March 1946,1993,32,1946,1,0,NSHD,47,2.0868657884439803,2
17-23 March 1946,1993,34,1946,1,0,NSHD,47,2.2172949002217295,4
24-30 March 1946,1993,32,1946,1,0,NSHD,47,2.0868657884439803,6
31-6 March/April 1946,1993,36,1946,1,0,NSHD,47,2.3477240119994787,9
3-9 February 1947,1993,30,1947,1,0,NSHD,46,1.956436676666232,7
10-16 February 1947,1993,25,1947,1,0,NSHD,46,1.63036389722186,1
17-23 February 1947,1993,38,1947,1,0,NSHD,46,2.478153123777227,3
24-2 Feb/March 1947,1993,43,1947,1,0,NSHD,46,2.804225903221599,5
3-9 March 1947,1993,47,1947,1,0,NSHD,46,3.0650841267770965,8
10-16 March 1947,1993,46,1947,1,0,NSHD,46,2.9998695708882224,2
17-23 March 1947,1993,43,1947,1,0,NSHD,46,2.804225903221599,4
24-30 March 1947,1993,32,1947,1,0,NSHD,46,2.0868657884439803,6
31-6 March/April 1947,1993,41,1947,1,0,NSHD,46,2.6737967914438503,9
3-9 February 1948,1993,32,1948,1,0,NSHD,45,2.0868657884439803,7
10-16 February 1948,1993,34,1948,1,0,NSHD,45,2.2172949002217295,1
17-23 February 1948,1993,20,1948,1,0,NSHD,45,1.304291117777488,3
24-1 Feb/March 1948,1993,23,1948,1,0,NSHD,45,1.4999347854441112,5
3-9 March 1948,1993,43,1948,1,0,NSHD,45,2.804225903221599,8
10-16 March 1948,1993,30,1948,1,0,NSHD,45,1.956436676666232,2
17-23 March 1948,1993,23,1948,1,0,NSHD,45,1.4999347854441112,4
24-30 March 1948,1993,42,1948,1,0,NSHD,45,2.7390113473327244,6
31-6 March/April 1948,1993,27,1948,1,0,NSHD,45,1.7607930089996087,9
3-9 February 1956,1993,18,1956,2,0,NCDS,37,1.1738620059997393,7
10-16 February 1956,1993,12,1956,2,0,NCDS,37,0.7825746706664928,1
17-23 February 1956,1993,16,1956,2,0,NCDS,37,1.0434328942219901,3
24-1 Feb/March 1956,1993,13,1956,2,0,NCDS,37,0.8477892265553671,5
3-9 March 1956,1993,15,1956,2,0,NCDS,37,0.978218338333116,8
10-16 March 1956,1993,14,1956,2,0,NCDS,37,0.9130037824442415,2
17-23 March 1956,1993,22,1956,2,0,NCDS,37,1.4347202295552368,4
24-30 March 1956,1993,15,1956,2,0,NCDS,37,0.978218338333116,6
31-6 March/April 1956,1993,15,1956,2,0,NCDS,37,0.978218338333116,9
3-9 February 1957,1993,8,1957,2,0,NCDS,36,0.5217164471109951,7
10-16 February 1957,1993,16,1957,2,0,NCDS,36,1.0434328942219901,1
17-23 February 1957,1993,16,1957,2,0,NCDS,36,1.0434328942219901,3
24-2 Feb/March 1957,1993,17,1957,2,0,NCDS,36,1.1086474501108647,5
3-9 March 1957,1993,12,1957,2,0,NCDS,36,0.7825746706664928,8
10-16 March 1957,1993,14,1957,2,0,NCDS,36,0.9130037824442415,2
17-23 March 1957,1993,15,1957,2,0,NCDS,36,0.978218338333116,4
24-30 March 1957,1993,12,1957,2,0,NCDS,36,0.7825746706664928,6
31-6 March/April 1957,1993,20,1957,2,0,NCDS,36,1.304291117777488,9
3-9 February 1958,1993,21,1958,2,0,NCDS,35,1.3695056736663622,7
10-16 February 1958,1993,17,1958,2,0,NCDS,35,1.1086474501108647,1
17-23 February 1958,1993,10,1958,2,0,NCDS,35,0.652145558888744,3
24-2 Feb/March 1958,1993,9,1958,2,0,NCDS,35,0.5869310029998697,5
3-9 March 1958,1993,13,1958,2,1,NCDS,35,0.8477892265553671,8
10-16 March 1958,1993,10,1958,2,0,NCDS,35,0.652145558888744,2
17-23 March 1958,1993,14,1958,2,0,NCDS,35,0.9130037824442415,4
24-30 March 1958,1993,12,1958,2,0,NCDS,35,0.7825746706664928,6
31-6 March/April 1958,1993,16,1958,2,0,NCDS,35,1.0434328942219901,9
3-9 February 1959,1993,8,1959,2,0,NCDS,34,0.5217164471109951,7
10-16 February 1959,1993,18,1959,2,0,NCDS,34,1.1738620059997393,1
17-23 February 1959,1993,11,1959,2,0,NCDS,34,0.7173601147776184,3
24-2 Feb/March 1959,1993,14,1959,2,0,NCDS,34,0.9130037824442415,5
3-9 March 1959,1993,15,1959,2,0,NCDS,34,0.978218338333116,8
10-16 March 1959,1993,17,1959,2,0,NCDS,34,1.1086474501108647,2
17-23 March 1959,1993,9,1959,2,0,NCDS,34,0.5869310029998697,4
24-30 March 1959,1993,7,1959,2,0,NCDS,34,0.45650189122212076,6
31-6 March/April 1959,1993,8,1959,2,0,NCDS,34,0.5217164471109951,9
3-9 February 1960,1993,9,1960,2,0,NCDS,33,0.5869310029998697,7
10-16 February 1960,1993,12,1960,2,0,NCDS,33,0.7825746706664928,1
17-23 February 1960,1993,12,1960,2,0,NCDS,33,0.7825746706664928,3
24-1 Feb/March 1960,1993,9,1960,2,0,NCDS,33,0.5869310029998697,5
3-9 March 1960,1993,11,1960,2,0,NCDS,33,0.7173601147776184,8
10-16 March 1960,1993,14,1960,2,0,NCDS,33,0.9130037824442415,2
17-23 March 1960,1993,9,1960,2,0,NCDS,33,0.5869310029998697,4
24-30 March 1960,1993,10,1960,2,0,NCDS,33,0.652145558888744,6
31-6 March/April 1960,1993,13,1960,2,0,NCDS,33,0.8477892265553671,9
8-14 March 1968,1993,7,1968,3,0,BCS70,25,0.45650189122212076,9
15-21 March 1968,1993,9,1968,3,0,BCS70,25,0.5869310029998697,2
22-28 March 1968,1993,10,1968,3,0,BCS70,25,0.652145558888744,4
29-4 March/April 1968,1993,8,1968,3,0,BCS70,25,0.5217164471109951,6
5-11 April 1968,1993,8,1968,3,0,BCS70,25,0.5217164471109951,8
12-18 April 1968,1993,9,1968,3,0,BCS70,25,0.5869310029998697,1
19-25 April 1968,1993,12,1968,3,0,BCS70,25,0.7825746706664928,3
26-2 April/May 1968,1993,12,1968,3,0,BCS70,25,0.7825746706664928,5
3-9 May 1968,1993,7,1968,3,0,BCS70,25,0.45650189122212076,7
8-14 March 1969,1993,5,1969,3,0,BCS70,24,0.326072779444372,9
15-21 March 1969,1993,6,1969,3,0,BCS70,24,0.3912873353332464,2
22-28 March 1969,1993,7,1969,3,0,BCS70,24,0.45650189122212076,4
29-4 March/April 1969,1993,12,1969,3,0,BCS70,24,0.7825746706664928,6
5-11 April 1969,1993,7,1969,3,0,BCS70,24,0.45650189122212076,8
12-18 April 1969,1993,12,1969,3,0,BCS70,24,0.7825746706664928,1
19-25 April 1969,1993,1,1969,3,0,BCS70,24,0.06521455588887438,3
26-2 April/May 1969,1993,10,1969,3,0,BCS70,24,0.652145558888744,5
3-9 May 1969,1993,13,1969,3,0,BCS70,24,0.8477892265553671,7
8-14 March 1970,1993,8,1970,3,0,BCS70,23,0.5217164471109951,9
15-21 March 1970,1993,8,1970,3,0,BCS70,23,0.5217164471109951,2
22-28 March 1970,1993,9,1970,3,0,BCS70,23,0.5869310029998697,4
29-4 March/April 1970,1993,12,1970,3,0,BCS70,23,0.7825746706664928,6
5-11 April 1970,1993,9,1970,3,1,BCS70,23,0.5869310029998697,8
12-18 April 1970,1993,9,1970,3,0,BCS70,23,0.5869310029998697,1
19-25 April 1970,1993,5,1970,3,0,BCS70,23,0.326072779444372,3
26-2 April/May 1970,1993,8,1970,3,0,BCS70,23,0.5217164471109951,5
3-9 May 1970,1993,10,1970,3,0,BCS70,23,0.652145558888744,7
8-14 March 1971,1993,12,1971,3,0,BCS70,22,0.7825746706664928,9
15-21 March 1971,1993,7,1971,3,0,BCS70,22,0.45650189122212076,2
22-28 March 1971,1993,9,1971,3,0,BCS70,22,0.5869310029998697,4
29-4 March/April 1971,1993,5,1971,3,0,BCS70,22,0.326072779444372,6
5-11 April 1971,1993,7,1971,3,0,BCS70,22,0.45650189122212076,8
12-18 April 1971,1993,7,1971,3,0,BCS70,22,0.45650189122212076,1
19-25 April 1971,1993,9,1971,3,0,BCS70,22,0.5869310029998697,3
26-2 April/May 1971,1993,10,1971,3,0,BCS70,22,0.652145558888744,5
3-9 May 1971,1993,10,1971,3,0,BCS70,22,0.652145558888744,7
8-14 March 1972,1993,4,1972,3,0,BCS70,21,0.26085822355549754,9
15-21 March 1972,1993,10,1972,3,0,BCS70,21,0.652145558888744,2
22-28 March 1972,1993,9,1972,3,0,BCS70,21,0.5869310029998697,4
29-4 March/April 1972,1993,6,1972,3,0,BCS70,21,0.3912873353332464,6
5-11 April 1972,1993,8,1972,3,0,BCS70,21,0.5217164471109951,8
12-18 April 1972,1993,11,1972,3,0,BCS70,21,0.7173601147776184,1
19-25 April 1972,1993,10,1972,3,0,BCS70,21,0.652145558888744,3
26-2 April/May 1972,1993,10,1972,3,0,BCS70,21,0.652145558888744,5
3-9 May 1972,1993,2,1972,3,0,BCS70,21,0.13042911177774877,7
3-9 February 1944,1994,34,1944,1,0,NSHD,50,2.2172949002217295,7
10-16 February 1944,1994,45,1944,1,0,NSHD,50,2.9346550149993478,1
17-23 February 1944,1994,41,1944,1,0,NSHD,50,2.6737967914438503,3
24-1 Feb/March 1944,1994,47,1944,1,0,NSHD,50,3.0650841267770965,5
3-9 March 1944,1994,41,1944,1,0,NSHD,50,2.6737967914438503,8
10-16 March 1944,1994,40,1944,1,0,NSHD,50,2.608582235554976,2
17-23 March 1944,1994,47,1944,1,0,NSHD,50,3.0650841267770965,4
24-30 March 1944,1994,42,1944,1,0,NSHD,50,2.7390113473327244,6
31-6 March/April 1944,1994,50,1944,1,0,NSHD,50,3.26072779444372,9
3-9 February 1945,1994,46,1945,1,0,NSHD,49,2.9998695708882224,7
10-16 February 1945,1994,51,1945,1,0,NSHD,49,3.3259423503325944,1
17-23 February 1945,1994,25,1945,1,0,NSHD,49,1.63036389722186,3
24-2 Feb/March 1945,1994,37,1945,1,0,NSHD,49,2.4129385678883524,5
3-9 March 1945,1994,27,1945,1,0,NSHD,49,1.7607930089996087,8
10-16 March 1945,1994,42,1945,1,0,NSHD,49,2.7390113473327244,2
17-23 March 1945,1994,37,1945,1,0,NSHD,49,2.4129385678883524,4
24-30 March 1945,1994,48,1945,1,0,NSHD,49,3.130298682665971,6
31-6 March/April 1945,1994,32,1945,1,0,NSHD,49,2.0868657884439803,9
3-9 February 1946,1994,34,1946,1,0,NSHD,48,2.2172949002217295,7
10-16 February 1946,1994,39,1946,1,0,NSHD,48,2.5433676796661016,1
17-23 February 1946,1994,34,1946,1,0,NSHD,48,2.2172949002217295,3
24-2 Feb/March 1946,1994,36,1946,1,0,NSHD,48,2.3477240119994787,5
3-9 March 1946,1994,36,1946,1,1,NSHD,48,2.3477240119994787,8
10-16 March 1946,1994,41,1946,1,0,NSHD,48,2.6737967914438503,2
17-23 March 1946,1994,46,1946,1,0,NSHD,48,2.9998695708882224,4
24-30 March 1946,1994,31,1946,1,0,NSHD,48,2.0216512325551066,6
31-6 March/April 1946,1994,50,1946,1,0,NSHD,48,3.26072779444372,9
3-9 February 1947,1994,34,1947,1,0,NSHD,47,2.2172949002217295,7
10-16 February 1947,1994,36,1947,1,0,NSHD,47,2.3477240119994787,1
17-23 February 1947,1994,36,1947,1,0,NSHD,47,2.3477240119994787,3
24-2 Feb/March 1947,1994,39,1947,1,0,NSHD,47,2.5433676796661016,5
3-9 March 1947,1994,37,1947,1,0,NSHD,47,2.4129385678883524,8
10-16 March 1947,1994,41,1947,1,0,NSHD,47,2.6737967914438503,2
17-23 March 1947,1994,39,1947,1,0,NSHD,47,2.5433676796661016,4
24-30 March 1947,1994,40,1947,1,0,NSHD,47,2.608582235554976,6
31-6 March/April 1947,1994,40,1947,1,0,NSHD,47,2.608582235554976,9
3-9 February 1948,1994,28,1948,1,0,NSHD,46,1.826007564888483,7
10-16 February 1948,1994,45,1948,1,0,NSHD,46,2.9346550149993478,1
17-23 February 1948,1994,33,1948,1,0,NSHD,46,2.152080344332855,3
24-1 Feb/March 1948,1994,31,1948,1,0,NSHD,46,2.0216512325551066,5
3-9 March 1948,1994,32,1948,1,0,NSHD,46,2.0868657884439803,8
10-16 March 1948,1994,26,1948,1,0,NSHD,46,1.6955784531107343,2
17-23 March 1948,1994,37,1948,1,0,NSHD,46,2.4129385678883524,4
24-30 March 1948,1994,25,1948,1,0,NSHD,46,1.63036389722186,6
31-6 March/April 1948,1994,33,1948,1,0,NSHD,46,2.152080344332855,9
3-9 February 1956,1994,18,1956,2,0,NCDS,38,1.1738620059997393,7
10-16 February 1956,1994,20,1956,2,0,NCDS,38,1.304291117777488,1
17-23 February 1956,1994,8,1956,2,0,NCDS,38,0.5217164471109951,3
24-1 Feb/March 1956,1994,20,1956,2,0,NCDS,38,1.304291117777488,5
3-9 March 1956,1994,19,1956,2,0,NCDS,38,1.2390765618886135,8
10-16 March 1956,1994,16,1956,2,0,NCDS,38,1.0434328942219901,2
17-23 March 1956,1994,19,1956,2,0,NCDS,38,1.2390765618886135,4
24-30 March 1956,1994,10,1956,2,0,NCDS,38,0.652145558888744,6
31-6 March/April 1956,1994,15,1956,2,0,NCDS,38,0.978218338333116,9
3-9 February 1957,1994,15,1957,2,0,NCDS,37,0.978218338333116,7
10-16 February 1957,1994,19,1957,2,0,NCDS,37,1.2390765618886135,1
17-23 February 1957,1994,13,1957,2,0,NCDS,37,0.8477892265553671,3
24-2 Feb/March 1957,1994,10,1957,2,0,NCDS,37,0.652145558888744,5
3-9 March 1957,1994,17,1957,2,0,NCDS,37,1.1086474501108647,8
10-16 March 1957,1994,17,1957,2,0,NCDS,37,1.1086474501108647,2
17-23 March 1957,1994,6,1957,2,0,NCDS,37,0.3912873353332464,4
24-30 March 1957,1994,15,1957,2,0,NCDS,37,0.978218338333116,6
31-6 March/April 1957,1994,17,1957,2,0,NCDS,37,1.1086474501108647,9
3-9 February 1958,1994,20,1958,2,0,NCDS,36,1.304291117777488,7
10-16 February 1958,1994,12,1958,2,0,NCDS,36,0.7825746706664928,1
17-23 February 1958,1994,12,1958,2,0,NCDS,36,0.7825746706664928,3
24-2 Feb/March 1958,1994,15,1958,2,0,NCDS,36,0.978218338333116,5
3-9 March 1958,1994,12,1958,2,1,NCDS,36,0.7825746706664928,8
10-16 March 1958,1994,15,1958,2,0,NCDS,36,0.978218338333116,2
17-23 March 1958,1994,18,1958,2,0,NCDS,36,1.1738620059997393,4
24-30 March 1958,1994,19,1958,2,0,NCDS,36,1.2390765618886135,6
31-6 March/April 1958,1994,16,1958,2,0,NCDS,36,1.0434328942219901,9
3-9 February 1959,1994,11,1959,2,0,NCDS,35,0.7173601147776184,7
10-16 February 1959,1994,12,1959,2,0,NCDS,35,0.7825746706664928,1
17-23 February 1959,1994,12,1959,2,0,NCDS,35,0.7825746706664928,3
24-2 Feb/March 1959,1994,17,1959,2,0,NCDS,35,1.1086474501108647,5
3-9 March 1959,1994,14,1959,2,0,NCDS,35,0.9130037824442415,8
10-16 March 1959,1994,9,1959,2,0,NCDS,35,0.5869310029998697,2
17-23 March 1959,1994,15,1959,2,0,NCDS,35,0.978218338333116,4
24-30 March 1959,1994,10,1959,2,0,NCDS,35,0.652145558888744,6
31-6 March/April 1959,1994,10,1959,2,0,NCDS,35,0.652145558888744,9
3-9 February 1960,1994,10,1960,2,0,NCDS,34,0.652145558888744,7
10-16 February 1960,1994,16,1960,2,0,NCDS,34,1.0434328942219901,1
17-23 February 1960,1994,20,1960,2,0,NCDS,34,1.304291117777488,3
24-1 Feb/March 1960,1994,13,1960,2,0,NCDS,34,0.8477892265553671,5
3-9 March 1960,1994,21,1960,2,0,NCDS,34,1.3695056736663622,8
10-16 March 1960,1994,18,1960,2,0,NCDS,34,1.1738620059997393,2
17-23 March 1960,1994,15,1960,2,0,NCDS,34,0.978218338333116,4
24-30 March 1960,1994,13,1960,2,0,NCDS,34,0.8477892265553671,6
31-6 March/April 1960,1994,12,1960,2,0,NCDS,34,0.7825746706664928,9
8-14 March 1968,1994,8,1968,3,0,BCS70,26,0.5217164471109951,9
15-21 March 1968,1994,11,1968,3,0,BCS70,26,0.7173601147776184,2
22-28 March 1968,1994,16,1968,3,0,BCS70,26,1.0434328942219901,4
29-4 March/April 1968,1994,8,1968,3,0,BCS70,26,0.5217164471109951,6
5-11 April 1968,1994,11,1968,3,0,BCS70,26,0.7173601147776184,8
12-18 April 1968,1994,11,1968,3,0,BCS70,26,0.7173601147776184,1
19-25 April 1968,1994,5,1968,3,0,BCS70,26,0.326072779444372,3
26-2 April/May 1968,1994,9,1968,3,0,BCS70,26,0.5869310029998697,5
3-9 May 1968,1994,11,1968,3,0,BCS70,26,0.7173601147776184,7
8-14 March 1969,1994,6,1969,3,0,BCS70,25,0.3912873353332464,9
15-21 March 1969,1994,10,1969,3,0,BCS70,25,0.652145558888744,2
22-28 March 1969,1994,5,1969,3,0,BCS70,25,0.326072779444372,4
29-4 March/April 1969,1994,12,1969,3,0,BCS70,25,0.7825746706664928,6
5-11 April 1969,1994,9,1969,3,0,BCS70,25,0.5869310029998697,8
12-18 April 1969,1994,10,1969,3,0,BCS70,25,0.652145558888744,1
19-25 April 1969,1994,10,1969,3,0,BCS70,25,0.652145558888744,3
26-2 April/May 1969,1994,11,1969,3,0,BCS70,25,0.7173601147776184,5
3-9 May 1969,1994,11,1969,3,0,BCS70,25,0.7173601147776184,7
8-14 March 1970,1994,9,1970,3,0,BCS70,24,0.5869310029998697,9
15-21 March 1970,1994,7,1970,3,0,BCS70,24,0.45650189122212076,2
22-28 March 1970,1994,14,1970,3,0,BCS70,24,0.9130037824442415,4
29-4 March/April 1970,1994,7,1970,3,0,BCS70,24,0.45650189122212076,6
5-11 April 1970,1994,11,1970,3,1,BCS70,24,0.7173601147776184,8
12-18 April 1970,1994,6,1970,3,0,BCS70,24,0.3912873353332464,1
19-25 April 1970,1994,15,1970,3,0,BCS70,24,0.978218338333116,3
26-2 April/May 1970,1994,6,1970,3,0,BCS70,24,0.3912873353332464,5
3-9 May 1970,1994,9,1970,3,0,BCS70,24,0.5869310029998697,7
8-14 March 1971,1994,8,1971,3,0,BCS70,23,0.5217164471109951,9
15-21 March 1971,1994,6,1971,3,0,BCS70,23,0.3912873353332464,2
22-28 March 1971,1994,13,1971,3,0,BCS70,23,0.8477892265553671,4
29-4 March/April 1971,1994,10,1971,3,0,BCS70,23,0.652145558888744,6
5-11 April 1971,1994,0,1971,3,0,BCS70,23,0.0,8
12-18 April 1971,1994,8,1971,3,0,BCS70,23,0.5217164471109951,1
19-25 April 1971,1994,6,1971,3,0,BCS70,23,0.3912873353332464,3
26-2 April/May 1971,1994,7,1971,3,0,BCS70,23,0.45650189122212076,5
3-9 May 1971,1994,14,1971,3,0,BCS70,23,0.9130037824442415,7
8-14 March 1972,1994,12,1972,3,0,BCS70,22,0.7825746706664928,9
15-21 March 1972,1994,5,1972,3,0,BCS70,22,0.326072779444372,2
22-28 March 1972,1994,1,1972,3,0,BCS70,22,0.06521455588887438,4
29-4 March/April 1972,1994,6,1972,3,0,BCS70,22,0.3912873353332464,6
5-11 April 1972,1994,7,1972,3,0,BCS70,22,0.45650189122212076,8
12-18 April 1972,1994,7,1972,3,0,BCS70,22,0.45650189122212076,1
19-25 April 1972,1994,11,1972,3,0,BCS70,22,0.7173601147776184,3
26-2 April/May 1972,1994,9,1972,3,0,BCS70,22,0.5869310029998697,5
3-9 May 1972,1994,7,1972,3,0,BCS70,22,0.45650189122212076,7
3-9 February 1944,1995,56,1944,1,0,NSHD,51,3.652015129776966,7
10-16 February 1944,1995,51,1944,1,0,NSHD,51,3.3259423503325944,1
17-23 February 1944,1995,53,1944,1,0,NSHD,51,3.456371462110343,3
24-1 Feb/March 1944,1995,39,1944,1,0,NSHD,51,2.5433676796661016,5
3-9 March 1944,1995,42,1944,1,0,NSHD,51,2.7390113473327244,8
10-16 March 1944,1995,50,1944,1,0,NSHD,51,3.26072779444372,2
17-23 March 1944,1995,45,1944,1,0,NSHD,51,2.9346550149993478,4
24-30 March 1944,1995,46,1944,1,0,NSHD,51,2.9998695708882224,6
31-6 March/April 1944,1995,44,1944,1,0,NSHD,51,2.8694404591104736,9
3-9 February 1945,1995,41,1945,1,0,NSHD,50,2.6737967914438503,7
10-16 February 1945,1995,54,1945,1,0,NSHD,50,3.5215860179992173,1
17-23 February 1945,1995,59,1945,1,0,NSHD,50,3.8476587974435894,3
24-2 Feb/March 1945,1995,50,1945,1,0,NSHD,50,3.26072779444372,5
3-9 March 1945,1995,38,1945,1,0,NSHD,50,2.478153123777227,8
10-16 March 1945,1995,42,1945,1,0,NSHD,50,2.7390113473327244,2
17-23 March 1945,1995,34,1945,1,0,NSHD,50,2.2172949002217295,4
24-30 March 1945,1995,48,1945,1,0,NSHD,50,3.130298682665971,6
31-6 March/April 1945,1995,44,1945,1,0,NSHD,50,2.8694404591104736,9
3-9 February 1946,1995,48,1946,1,0,NSHD,49,3.130298682665971,7
10-16 February 1946,1995,29,1946,1,0,NSHD,49,1.8912221207773574,1
17-23 February 1946,1995,45,1946,1,0,NSHD,49,2.9346550149993478,3
24-2 Feb/March 1946,1995,38,1946,1,0,NSHD,49,2.478153123777227,5
3-9 March 1946,1995,38,1946,1,1,NSHD,49,2.478153123777227,8
10-16 March 1946,1995,45,1946,1,0,NSHD,49,2.9346550149993478,2
17-23 March 1946,1995,44,1946,1,0,NSHD,49,2.8694404591104736,4
24-30 March 1946,1995,48,1946,1,0,NSHD,49,3.130298682665971,6
31-6 March/April 1946,1995,30,1946,1,0,NSHD,49,1.956436676666232,9
3-9 February 1947,1995,34,1947,1,0,NSHD,48,2.2172949002217295,7
10-16 February 1947,1995,44,1947,1,0,NSHD,48,2.8694404591104736,1
17-23 February 1947,1995,31,1947,1,0,NSHD,48,2.0216512325551066,3
24-2 Feb/March 1947,1995,51,1947,1,0,NSHD,48,3.3259423503325944,5
3-9 March 1947,1995,42,1947,1,0,NSHD,48,2.7390113473327244,8
10-16 March 1947,1995,37,1947,1,0,NSHD,48,2.4129385678883524,2
17-23 March 1947,1995,57,1947,1,0,NSHD,48,3.7172296856658407,4
24-30 March 1947,1995,52,1947,1,0,NSHD,48,3.3911569062214686,6
31-6 March/April 1947,1995,39,1947,1,0,NSHD,48,2.5433676796661016,9
3-9 February 1948,1995,34,1948,1,0,NSHD,47,2.2172949002217295,7
10-16 February 1948,1995,26,1948,1,0,NSHD,47,1.6955784531107343,1
17-23 February 1948,1995,30,1948,1,0,NSHD,47,1.956436676666232,3
24-1 Feb/March 1948,1995,41,1948,1,0,NSHD,47,2.6737967914438503,5
3-9 March 1948,1995,26,1948,1,0,NSHD,47,1.6955784531107343,8
10-16 March 1948,1995,29,1948,1,0,NSHD,47,1.8912221207773574,2
17-23 March 1948,1995,38,1948,1,0,NSHD,47,2.478153123777227,4
24-30 March 1948,1995,35,1948,1,0,NSHD,47,2.282509456110604,6
31-6 March/April 1948,1995,29,1948,1,0,NSHD,47,1.8912221207773574,9
